-0.09375,-0.085938,-0.078125,-0.070312,-0.0625,-0.054688,-0.046875,-0.039062,-0.03125,-0.023438,-0.015625,-0.0078125,0,0.0078125,0.015625,0.023438,0.03125,0.039062,0.046875,0.054688,0.0625,0.070312,0.078125,0.085938,0.09375,0.10156,0.10938,0.11719,0.125,0.13281,0.14062,0.14844,0.15625,0.16406,0.17188,0.17969,0.1875,0.19531,0.20312,0.21094,0.21875,0.22656,0.23438,0.24219,0.25,0.25781,0.26562,0.27344,0.28125,0.28906,0.29688,0.30469,0.3125,0.32031,0.32812,0.33594,0.34375,0.35156,0.35938,0.36719,0.375,0.38281,0.39062,0.39844,0.40625,0.41406,0.42188,0.42969,0.4375,0.44531,0.45312,0.46094,0.46875,0.47656,0.48438,0.49219,0.5,0.50781,0.51562,0.52344,0.53125,0.53906,0.54688,0.55469,0.5625,0.57031,0.57812,0.58594,0.59375,0.60156,0.60938,0.61719,0.625,0.63281,0.64062,0.64844,0.65625,0.66406,0.67188,0.67969,0.6875,0.69531,0.70312,0.71094,0.71875,0.72656,0.73438,0.74219,0.75,0.75781,0.76562,0.77344,0.78125,0.78906,seg,word_no,Subject,badseg
-0.1533333,0.9733333,2.24,-0.3533334,-2.48,-2.913333,-1.066667,-0.64,-1.693333,-0.42,2.053334,3.733334,5.16,7.013333,4.2,2.32,4,3.726666,4.166667,5.12,9.406667,8.706666,6.28,3.793334,2.153333,2.486667,1.333333,-2.513333,-5.04,-0.9066667,3.226666,5.973333,4.42,6.066667,9.546666,7.073333,10.77333,12.5,10.74,10.1,10.20667,11.98667,15.84667,14.82667,13.52667,13.73333,16.42667,13.20667,10.06,12.68,9.646667,6.96,4.626667,1.94,5.053334,2.666667,5.72,12.6,15.51333,19.88667,17.70667,17.65333,18.86,15.16667,16.00667,13.01333,12.26,12.46,13.51333,17.21334,20.17334,19.07333,18.84,18.73333,18.28666,19.22667,23.05334,26.26,26.55333,26.49333,28.26667,31.06667,31.37333,26.89334,26.65333,27.53333,19.76,19.44,23.13333,25.7,26.19333,22.83333,24.29333,24.96,20.44667,21.78666,23.80667,28.24667,31.09333,27.18666,26.90667,23.16,21.88667,22.92667,21.59333,23.95333,23.54667,21.47333,21.22667,18.37333,21.2,22.6,25.16667,24.50667,1,20,8,0
2.346667,0.22,0.7133332,-1.133333,-2.066667,0.4866667,0.9666666,-1.72,-2.113333,-0.4933333,2.686666,0.9933333,-0.96,-0.46,-1.306667,2.253333,5.026667,5.453332,4.46,3.133333,4.3,0.46,-0.9066666,-0.04666657,-3.566666,-4.5,-3.3,-1.746667,-0.8533332,-2.493333,-3.66,1.606667,2.6,0.006666629,-7.64,-7.493333,-3.253334,-1.88,-0.3666666,-5.006667,-8.553334,-7,-8.453333,-9.88,-10.81333,-13.74667,-13.78,-15.14,-16.4,-17.48667,-19.32,-20.57333,-19.97333,-16.54667,-11.12667,-13.82,-11.74,-10.04,-9.413333,-6.433334,-5.7,-8.966668,-13.96667,-14.38667,-12.91333,-14.23333,-11.31333,-10.41333,-12.03333,-10.53333,-10.54,-9.86,-7.386667,-5.946666,-4.553334,-5.306666,-2.7,0.64,-2.033334,-4.56,-7.28,-5.840001,-2.573333,-2.253333,-2.293333,-1.613333,-5.82,-4.346666,-2.566666,1.133333,4.086667,1.94,2.7,4.646667,7.886667,7.186666,2.693334,3.253333,1.093333,0.8266667,1.346667,0.24,0.09333339,-5.813333,-9.386667,-7.153333,-6.006667,-4.8,-4.393333,-8.753332,-9.306668,-9.833333,-7.286667,-2.68,2,16,8,0
1.733333,0.4933333,-2.333333,-0.6533334,-2.2,-1.84,0.9,1.006667,3.706666,0.6333333,-2.8,1.553333,0.22,3.680001,7.193334,6.213333,3.973333,3.113333,1.233333,2.186667,3.586666,4.093333,3.673333,3.593333,3.333333,1.286667,1.76,2.12,0.4266666,-0.2666666,-0.2066666,3.693334,5.66,2.833333,0.7600001,0.3866666,3.393333,4.786667,1.446667,1.973333,3.366666,7.086667,9.313334,6.26,8.733334,9.086666,9.386667,10.91333,7.14,6.113333,3.873333,2.006667,4.313334,2.133333,2.306667,6.18,7.226667,6.846666,4.646667,5.28,9.313334,6.840001,3.16,2.28,2.486667,-0.1933333,-5.506667,-5.573334,-4.693334,-3.34,0.6066667,0.6466666,0.8066667,2.293334,3.76,4.353333,3.606667,2.366666,2.24,0.7666667,4.453333,6.186667,8.966666,14.8,15.00667,16.18667,14.62667,11.30667,10.45333,8.746667,9.273333,9.546666,9.780001,11.3,8.986667,9.12,10.59333,10.96,10.32,8.88,10.31333,12.86667,14.33333,17.96,16.81333,16.35333,15.32667,9.42,8.1,7.786666,4.686667,4.386667,4.1,5.573333,3,17,8,0
0.6666667,1.94,4.28,1.666667,3.213333,1.32,-1.166667,-2.866667,-3.673333,-1.44,-1.48,-2.273334,-1.846667,-4.22,-3.453333,0.62,0.12,-2.02,-4.24,-3.166667,-1.706667,-0.8733333,2.226666,4.453333,2.74,1.08,-1.486666,0.1066667,-1.113333,-5.486666,-3.62,1.02,3.573333,3.2,2.26,6.166667,6.713334,6.78,5.426667,2.56,5.513334,5.026666,5.78,8.9,10.52667,12.77333,11.25333,7.026666,6.293334,2.726667,0.9733334,2.293334,3.66,1.346667,-1.346667,1.333333,2.606666,5.253333,12.30667,17.63333,18.52667,16.98667,14.04,14.95333,13.89333,14.22667,16.67333,14.90667,14.59333,13.28667,11.52667,10.95333,8.813334,9.986667,8.373333,7.593333,9.58,6.573333,7.706666,6.626667,3.653333,1.506667,0.38,0.22,0.4866666,1.666667,3.34,1.753333,0.8133333,0.66,-1.22,3.926667,7.300001,6.706666,8.206667,9.446668,7.173333,4.966666,3.32,5.146667,6,6.473333,7.786667,6.973333,7.973333,9.42,10.54667,13.32667,12.26667,12.06,11.04,13.6,14.91333,17.50667,4,18,8,0
0.28,2.26,1.166667,0.3266666,2.106666,4.46,1.853333,-0.3266667,1.106667,-1.093333,-3.233333,-4.14,-5.960001,-5.053333,-4.213334,-4.72,-5.14,-5.126666,-5.66,-10.16,-13.58,-13.08667,-11.9,-10.78,-10.81333,-9.499999,-7.153334,-8.98,-11.37333,-12.75333,-11.80667,-8.220001,-7.213334,-5.02,-3.526667,-3.266667,-1.9,-5.966666,-5.253333,-7.506666,-8.84,-6.706667,-6.58,-7.42,-9.306667,-11.02,-9.486667,-7.626666,-6.566667,-7.773333,-7.960001,-4.28,-5.553334,-6.34,-4.626667,-3.493333,-2.7,-4.793334,-8.64,-8.420001,-9.413334,-15.06,-19.9,-19.16667,-17.64,-19.26,-20.7,-18.32,-15.69333,-12.05333,-17.02,-19.55334,-18.06667,-15.1,-15.38,-19.49334,-19.34,-19.34,-22.56,-20.77333,-18.86,-18.10667,-17.44667,-17.68,-15.1,-9.539999,-6.926667,-4.106667,-3.006666,-2.14,-6.493333,-11.90667,-9.759999,-8.806667,-12.66667,-15.08667,-14.97333,-12.14667,-10.56667,-11.41333,-11.00667,-12.72,-11.5,-12.74667,-16.52666,-15.68,-16.66,-16.55333,-16.95333,-17.05333,-17.09333,-15.50667,-10.35333,-7.006667,5,2,8,0
-6.3,-9.826666,-6.253334,-4.466667,-2.54,0.6333334,0.1333334,2.74,5.58,5.593333,7.139999,6.666667,7.613333,6.866667,7.586667,10.66667,9.226666,6.146667,5,3.626667,4.68,2.826667,1.146667,1.58,1.08,1.293333,0.4399999,-0.4666667,1.833333,-2.3,-2.273334,-1.78,-4.333333,-6.38,-7.506666,-11.26667,-13.13333,-15.83333,-12.72667,-11.66667,-11.15333,-13.12,-11.55333,-7.673333,-8.54,-12.20667,-12.09333,-12.16,-10.18,-10.82,-10.25333,-7.373333,-7.679999,-7.773333,-5.08,-4.32,-2.06,-1.88,0.7733333,3.753333,5,8.693333,9.453334,10.28667,8.426667,4.839999,4.853333,4.393333,0.8999999,0.3133333,0.9199999,-2.126667,-3.5,-1.986667,-0.6466666,-3.56,-2.746666,0.5666667,1.086666,0.6333333,-0.03333334,0.52,-0.08666672,2.58,4.38,-1.033333,-4.166667,-1.493333,-2.066667,-2.053333,-1.806667,-1.453333,1.886667,1.106667,-1.366667,-5.506667,-6.92,-3.86,-4.32,-3.38,-1.093333,-3.273334,-3.146667,-3.986667,-5.08,-3.586666,-3.58,-2.893334,-4.52,-5.586667,-4.366667,-6.78,-5.906667,-4.826667,6,9,8,0
4.966667,6.986666,6.426666,4.02,1.693333,-1.913333,-2.266667,-2.926666,-2.946666,-3.48,-3.406667,-5.066667,-8.200001,-6.333334,-5.2,-5.293334,-1.926667,0.3933334,2.46,3.8,1.293333,-0.07333337,-2.453333,-3.826667,-5.513334,-12.06,-11.46667,-7.893333,-7.706667,-9.213333,-14.25333,-12.59333,-11.32667,-15.75333,-13.42,-12.96667,-12.68667,-9.493334,-11.18,-10.02,-7.786667,-9.546666,-9.24,-8.76,-6.6,-8.606668,-9.006667,-6.913332,-6.440001,-8.240001,-8.893332,-7.5,-8.413333,-15.06,-17.17333,-19.66,-21.23333,-20.28,-19.20667,-17.92667,-18.12,-18.81333,-15.00667,-11.86,-10.84667,-10.26667,-12.41333,-12.22667,-12.21333,-13.51333,-13.61333,-15.59333,-16.5,-16.44667,-14.75333,-12.95333,-16.93333,-16.38,-11.3,-8.506666,-9.833332,-9.320001,-6.479999,-3.693333,-6.186666,-5.426667,-10.16667,-14.83333,-13.48,-15.74,-12.99333,-15.16,-19.41333,-18.66,-19.73333,-17.36,-14.89333,-15.72,-16.34,-17.34667,-18.18,-22.86,-24.77334,-20.66666,-23.18667,-25,-25,-27.34667,-27.66667,-27.49333,-27.16666,-27.92,-34.56,-37.72667,7,3,8,0
1.173333,-0.1066667,0.8266667,-0.5066667,0.5733333,1.686666,1.066667,0.9866667,-1.033333,-2.966667,-2.106667,-0.7533333,2.866667,4.686666,5.473334,6.486667,6.446666,7.286667,5.406667,3.7,3.453333,1.793333,1.233333,1.326666,0.3466667,-2.153333,-5.113333,-6.066667,-4.133333,-1.313333,-0.2600001,-1.76,-1.98,-4.493333,-7.020001,-7.093333,-8.679999,-4.673334,-0.3466668,-0.54,2.726667,3.393333,1.6,0.4666667,-0.4933333,1.653333,1.613333,-3.006667,-2.606667,-3.706666,-2.406667,-0.8333333,-1.906667,-1.413333,-3.186667,-3.433333,0.7733334,3.006667,2.92,2.773334,5.34,7.006666,5.966667,5.266666,3,0.3533333,1.013333,-0.94,-2.3,-3.486667,-4.973333,-4.42,-8.88,-8.66,-9.619999,-9.606668,-7.34,-7.386667,-7.493334,-9.360001,-13.50667,-14.67334,-16.12,-17.54,-18.59333,-20.88,-18.12,-17.98,-15.01333,-10.38,-8.073335,-7.293333,-9.5,-10.62667,-9.746667,-9.219999,-10.93333,-12.44667,-14.04667,-12.93333,-12.89333,-10.05333,-8.406666,-8.426666,-7.746667,-8.793333,-8.306666,-5.186667,-3.366666,-2.753333,0.4733334,3.446666,4.573333,-0.7533333,8,1,8,0
4.686667,1.353333,-0.6466666,-0.72,-1.673333,2.566667,1.273333,-1.253333,-2.34,-3.22,-2.673333,0.05999998,3.693333,6.513333,5.866666,7.119999,9.566666,10.50667,10.5,5.36,2.706667,1.36,-2.573333,1.42,5.426667,5,3.98,3.786667,6.18,3.826667,0.24,1.24,5.5631e-08,1.113333,2.886667,3.92,6.673334,7.333334,8.753333,12.13333,13.76,12.54,11.80667,11.58667,11.61333,10.3,12.68,9.8,5.06,5.073334,5.406667,6.906667,5.653334,4.126667,2.226666,3.26,7.226667,9.586666,8.940001,9.326666,9.373333,7.48,2.646667,-3.073333,-4.686666,-5.6,-5.94,-6.186666,-7.393333,-4.08,-3.58,-2.24,2.686667,3.766667,3.56,2.34,1.013333,4.473333,8.400001,10.32,6.633334,1.786667,0.7,-2.573333,-4.273333,-5.68,-7.699999,-8.546665,-8.546666,-10.07333,-8.6,-7.153334,-6.346667,-6.206667,-5.966666,-2.853333,-1.126667,1.553333,2.333333,-0.4333333,1.453333,-0.4333333,-1.353333,1.146667,2.08,1.68,-1.093333,-3.066667,-0.4266667,-0.86,1.346667,3.486667,3.7,2.153333,9,82,8,0
