Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,seg,word_no,Subject,badseg
-8.277778,-7.096296,-5.262963,-2.514815,-1.051852,-10.84444,-10.06296,-9.148149,-9.151852,-5.3,1.144445,-6.618518,-6.029629,-9.248148,-11.14074,-8.051851,-5.766667,-3.444444,-2.659259,-10.75556,-6.7,-5.225926,-9.333333,-11.0963,-4.555556,-4.888889,-7.807407,-7.91111,-7.266666,-3.925926,-2.159259,-4.47037,-14.65556,-9.551851,-11,-6.95926,-8.618519,-5.651852,-8.259259,-9.907408,-11.17037,-9.888889,-12.49259,-11.79259,-11.68148,-9.055555,-10.53704,-4.662963,-4.837037,-9.733334,-9.992593,-11.0037,4.355556,-9.603703,-10.08148,-5.451852,-3.611111,-8.348146,-2.611111,-9.462963,5.1,-3.029629,-2.237037,-7.192593,1,18,14,0
3.614815,3.492593,0.8703702,5.607407,-7.585185,2.655555,2.881481,-0.1148149,-4.440741,-2.27037,-0.9629627,0.6185187,-2.77037,-2.437037,-4.262963,-2.592592,-1.325926,-4.629629,-1.22963,-3.314815,-6.825927,-4.381481,-4.518518,-9.351851,-8.133334,-3.988889,2.118519,-0.8111111,-3.985185,-2.144445,-5.966667,-1.211111,7.466666,7.211112,2.1,-2.118518,1.025926,4.85926,-1.137037,-5.433334,-2.237037,-4.585185,0.925926,-0.5185185,-0.5148148,-1.651852,3.42963,-2.84074,1.485185,1.837037,4.581481,1.7,9.029631,2.088889,0.6111111,-2.488889,-2.051852,-3.137037,1.459259,-1.177778,11.84074,1.077778,0.9074075,-4.74074,2,20,14,0
3.622222,4.837037,5.218519,2.4,6.403704,12.77037,12.37407,1.925926,4.248148,1.122222,2.396296,3.751852,2.451852,1.562963,-1.218518,-1.77037,5,0.7814817,-1.077778,0.2148147,-1.614815,2.707408,-1.722222,-6.388889,-6.251852,1.562963,1.940741,-1.114815,1.859259,-1.566667,-0.8444443,3.688889,10.34074,12.34815,2.266667,2.251852,7.396297,3.437037,0.6740739,2.27037,-0.6814815,-0.02962967,-1.277778,-1.348148,4.151852,1.774074,2.87037,5.048148,4.077777,2.440741,1.918519,-0.4296296,-26.38519,3.059259,1.474074,1.285185,0.1555557,13.58889,1.611111,-3.411111,-2.359259,0.4629631,3.396296,3.285185,3,19,14,0
-13.09259,-11.12222,-17.87407,-11.07407,-7.477778,-7.188889,-17.53703,-5.788889,-2.5,-1.777778,-4.259259,2.688889,2.974074,-2.062963,-4.707407,-2.966666,-2.781482,4.57037,1.748148,2.366667,1.103704,4.233334,1.481481,3.42963,6.662963,-2.825926,3.844445,2.322222,5.27037,4.696296,5.537037,-3.185184,-17.76667,-11.43333,-10.72963,-11.92222,-13.73704,-13.11852,-5.274075,-2.166667,-12.12593,-5.300001,-7.485185,-7.044445,-5.985186,-3.566667,-1.092593,2.003704,-3.477778,-0.225926,-2.948148,-2.92963,-1.266666,0.7851852,3.314815,4.518519,6.107407,9.918519,13.13333,4.559259,8.662962,12.91481,12.22963,11.84445,4,17,14,0
-1.933333,-4.874074,-1.244444,2.47037,3.511111,-10.41111,-13.60741,0.8333334,-6.844445,4.759259,6.618518,8.311112,4.881481,4.859259,2.066667,2.581481,1.296296,8.75185,6.866666,8.522223,7.703704,7.374075,6.32963,7.533333,10.37778,8.444444,7.585186,2.925926,4.359259,4.433333,7.840741,1.725926,-5.681482,3.225926,-5.462964,0.2851852,-1.777778,1.137037,6.588888,1.762963,-2.914814,1.392593,-1.933333,-1.122222,-1.151852,3.3,6.82963,4.825926,4.411111,3.359259,1.507407,-0.1555554,18.96296,2.385185,5.5,5.5,6.537037,1.592593,8.24074,4.551852,11.94074,6.111111,4.062963,4,5,15,14,0
11.82222,3.355556,4.018518,8.892591,12.98148,5.585186,5.788889,3.785185,6.907406,12.51482,6.025927,10.32593,10.72593,10.98519,6.340742,8.062963,5.948149,6.688889,6.025927,6.051852,4.525926,7.092592,6.951852,6.633333,2.951852,5.340741,2.862963,6.477777,5.651852,-0.4814814,2.325926,4.044445,3.792592,9.818518,5.570371,7.862963,6.425927,12.17778,7.711112,3.5,5.125926,0.2370372,1.618519,11.12592,5.544444,6.54074,13.91852,4.196296,5.633333,4.777777,2.614815,2.825926,-11.67037,3.3,3.118519,4.166667,1.662963,-0.1037035,4.525926,0.3333336,-2.533333,-1.825926,5.22963,-0.3962961,6,14,14,0
-5.696296,8.14074,16.06667,12.97778,10.37778,20.15926,-0.7592592,9.588889,12.76667,15.25185,11.81111,18.24815,18.43704,17.12963,13.78148,12.31852,20.03333,14.07407,19.98148,16.59259,18.34444,16.93333,14.43704,10.65926,10.9037,17.74074,11.38889,4.651851,18.52222,21.93333,20.87777,15.75926,6.711111,2.355556,10.1037,11,10.19259,13.74444,14.23704,16.40741,13.47037,9.844444,8.029629,2.14074,18.43333,19.63333,11.97037,16.37407,15.11481,19.36666,14.47778,9.962963,16.32222,16.0963,19.23704,20.29259,20.44815,21.12222,17.46667,8.14074,5.874074,13.35556,16.90741,16.8963,7,13,14,0
11.12593,8.81111,8.433333,1.57037,4.255556,5.055555,-4.077778,1.62963,8.007408,1.57037,3.377778,4.862963,3.633333,3.740741,1.6,0.5814815,1.777778,1.825926,4.622222,3.3,2.937037,1.051852,-0.859259,-3.162963,9.555555,7.662963,-1.22963,0.9185185,5.496296,7.118518,4.362963,4.04074,13.3963,11.65555,7.540741,6.611112,7.229629,4.344445,2.362963,6.688889,4.570371,3.640741,4.662963,1.774074,3.274074,-0.6481481,-2.933333,-0.4444446,1.707407,5.103704,7.581481,6.314815,21.18148,6.796296,4.892592,4.522223,6.177778,5.337037,10.87037,3.174074,-1.011111,5.9,3.374074,7.248148,8,2,14,0
-8.940742,-14.15555,-16.24074,-6.655555,-14.71481,-19.34074,-6.729629,-14.52222,-19.03333,-10.25185,-12.08519,-12.38889,-10.4,-11.35556,-13.53704,-15.98889,-16.12963,-10.16667,-12.24074,-16.57778,-11.26667,-15.15555,-15.4,-17.0037,-13.83333,-9.855555,-20.56666,-15.23704,-19.56667,-14.76296,-16.37037,-12.01111,-12.5963,-11.11481,-15.61852,-16.13334,-13.46667,-14.14074,-12.55185,-15.31481,-21.85555,-18.45926,-15.78518,-15.2037,-16.67037,-14.18519,-9.044444,-14.72222,-8.285185,-16.74444,-18.28148,-17.24074,-40.08889,-18.56296,-17.47407,-15.6037,-15.59259,-16.25556,-14.64445,-15.77037,-20.64445,-14.54074,-18.84815,-13.58148,9,6,14,0
5.151852,3.974074,7.862963,10.22963,7.251852,9.274072,0.9592593,9.811112,1.359259,10.64815,10.45185,7.344444,9.100001,8.477778,7.911111,5.718518,12.77407,6.033332,9.192592,4.922223,7.981481,9.48889,8.248147,-0.4296295,9.862963,12.95555,6.996296,12.18889,12.24815,8.159259,7.133334,5.829629,3.444444,9.829629,6.066668,6.41111,8.855556,10.38519,11.4037,5.681481,10.00741,5.833334,13.02593,15.45185,12.82222,15.52593,13.28148,13.57407,13.12963,16.5963,15.55185,14.11111,27.95926,17.74074,15.0037,11.70741,11.33704,11.91111,13.56667,14.60741,19.29259,14.25185,12.01481,11.22222,10,4,14,0
