Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,seg,word_no,Subject,badseg
16.53333,15.56296,14.16296,19.33333,20.95185,15.24074,1.888889,12.75556,12.5963,14.74815,17.71111,13.72593,13.82592,14.10741,14.9963,11.02593,8.696297,0.3629629,11.50741,9.837036,7.64074,6.059259,12.80741,0.5407407,12.23333,8.362964,14.8,2.159259,7.022222,6.214815,5.12963,7.285186,21.60741,23.64445,13.25556,14.82593,17.17778,14.8037,13.06296,15.31481,14.05185,4.614815,11.70741,7.855555,16.03333,14.61111,13.72963,12.41111,6.377778,11.47778,9.888889,8.996297,7.755557,12.78889,7.640741,8.470371,7.277778,6.996297,6.788889,9.837036,5.077777,5.359259,6.877778,-0.01111117,1,82,16,0
-1.081482,9.977778,6.848148,7.114814,8.033333,5.614813,0.1555554,-3.788889,4.592592,3.155555,4.614816,2.325926,7.807407,8.455555,1.240741,9.314815,7.596296,7.196297,-2.366667,11.1037,7.425927,10.3037,13.81852,5.462963,1.518519,8.570371,7.314816,3.240741,7.218518,9.392591,5.748148,8.196297,12.14815,10.95185,-0.3037035,3.274074,-4.922222,4.155555,7.288889,4.137037,5.485185,-15.97037,-10.51852,2.937037,8.244445,6.474073,6.940742,6.244443,8.948149,3.866667,-2.074074,1.659259,4.170371,1.907407,7.685184,7.570371,9.862964,8.68889,4.018518,5.522223,4.022222,6.507407,1.781481,18.58148,2,88,16,0
7.777777,-0.02962973,5.181482,7.955555,5.18889,6.888888,-6.137037,4.207407,5.785184,4.12963,6.714814,7.218519,9.777778,7.992592,2.048148,10.74074,10.15185,7.05926,8.125927,12.86667,11.00741,11.52593,11.83333,8.018518,12.57037,16.98148,11.66296,13.17037,6.303704,11.06667,7.718518,8.940742,7.04074,3.185185,6.64074,5.114815,6.074074,7.696295,12.24074,7.007408,6.462963,-0.8296296,3.018519,4.096296,11.9037,11.84445,6.337037,7.118518,10.86296,10.28148,6.566666,2.411111,3.12963,10.89259,12.48889,13.74815,9.38889,9.01111,6.681481,2.392592,2.248148,1.359259,6.355556,0.6481483,3,83,16,0
-6.603704,-5.533333,2.722222,-0.8851852,-3.685185,-1.551852,-3.037037,-5.351851,-4.859259,-12.2037,-6.296297,-12.95185,-14.05556,-3.933333,-7.207409,0.2037035,-2.307407,-5.233334,-11.55185,-8.903703,-7.670371,-4.4,-5.055555,-1.922222,-4.485186,-3.77037,-10.1,-1.585185,-8.707408,-10.59259,-12.67778,-14.08148,-6.407407,-6.355556,-6.192593,-2.159259,2.896297,-0.4925925,-2.025926,-4.185184,-9.648149,-9.85926,-8.196296,-8.637037,-9.929628,-8.892592,-8.781481,-9.522222,-8.933332,-11.70741,-9.237038,-4.214815,-7.937037,-4.692592,-12.52963,-11.27407,-11.78519,-12.95926,-16.8,-12.80741,-11.89259,-16.49629,-7.633334,-7.5,4,81,16,0
7.625925,-3.65926,-0.874074,-2.307407,-3.855555,-0.9888889,1.177778,-3.451852,0.9777778,2.566667,-7.35926,-4.807407,6.918518,-0.9000002,0.2888887,1.477778,6.570371,-3.603704,-4.137037,-4.081481,-1.111111,2.603704,-2.485186,2.355555,0.625926,-7.237037,-9.303704,4.633334,-7.125926,-2.988889,-4.070371,-5.48889,2.481482,-8.822222,-15.08889,1.666667,-0.1185185,0.3703704,-1.359259,-3.585185,-0.5111111,-9.17037,-2.018518,-15.68148,-6.685186,-3.574074,-7.285186,-4.937037,-10.3,-4.988889,-1.774074,5.781481,-0.9518518,-4.02963,-3.925926,-7.096296,0.9444444,-2.607408,-3.922223,-4.492593,-0.8740739,-2.085185,4.8,7.407407,5,89,16,0
15.75185,4.896296,9.411111,14.38518,12.52963,8.588889,3.474074,3.533333,6.655555,12.25926,14.08519,11.97778,11.9037,6.877778,8.322223,10.83333,9.399999,10.11481,13.57407,10.14444,9.414817,11.39259,9.533333,-6.744445,3.637037,-0.6481486,5.974073,1.581481,-4.27037,7.222223,7.32963,13.72222,12.38889,10.66667,-1.288889,22.31482,10.23704,12.4963,21.47408,18.6,5.996296,13.37037,-1.837037,7.185185,15.4,18.06296,11.78148,14.33333,13.22222,11.84074,7.703704,9.514814,4.885185,3.981481,8.148148,13.87407,8.262963,9.311111,4.966667,1.581481,-3.144445,-0.2666667,1.662963,-3.296296,6,86,16,0
25.04074,14.45185,21.1,22.7037,22.70741,17.50741,12.06667,11.05185,11.28889,17.45555,16.05926,8.84074,10.64815,10.13333,11.52222,13.04445,14.11852,14.25926,12.34444,7.359259,12.66667,12.59259,9.103703,3.496296,2.292592,7.440741,9.040741,1.481481,1.307407,5.496296,7.174073,7.222222,26.89259,22.65926,11.56667,28.71481,15.79259,16.34074,15.87037,13.4963,6.451852,6.659259,2.396296,-6.488889,11.60741,14.71852,11.82222,3.177778,10.65556,5.922223,4.851852,2.588889,2.303704,6.388888,6.114814,7.637037,9.125925,3.140741,0.5407408,6.214814,5.74074,6.822223,4.388889,33.43704,7,90,16,0
-19.94444,-16.86296,-8.122222,-8.207408,-12.2037,-12.12593,-11.27778,-12.32593,-13.37778,-15.97778,-13.95555,-19.17407,-24.72593,-14.37407,-13.65926,-5.155555,-29.54445,-18.79259,-15.62963,-20.90741,-18.65185,-17.3926,-16.7,-9.603703,-16.74074,-17.09259,-9.844445,1.67037,-13.6963,-19.08148,-23.32222,-19.4037,-15.12963,-18.54815,-8.477778,-3.411111,-9.033333,-13.11481,-10.3037,-8.799999,-12.05185,-14.94074,-13.72963,-7.837036,-11.39259,-6.651852,-9.296297,-19.32222,-13.65556,-13.65185,-12.35926,-11.3,-13.82963,-8.62963,-17.05926,-18.22593,-15.83333,-18.98889,-19.15185,-10.66296,-1.522222,-17.52592,-22.72222,-22.48889,8,68,16,0
-8.151852,-9.096296,-6.425925,-7.792591,-2.714815,-8.977777,-9.018517,-9.492593,-10.62593,-15.91481,-10.95555,-9.003703,-14.22593,-14.08889,-12.84445,-8.148149,-12.36296,-12.53704,-13.12593,-12.36667,-14.82593,-14.51481,-15.57407,-12.79259,-17.42963,-13.3963,-12.96296,-9.618518,-16.22963,-13.54445,-11.50741,-12.15555,-3.825926,-4.537037,-8.481482,-7.433334,-10.6037,3.351852,-5.622222,-5.688889,-0.5037038,-9.533333,-2.222222,-3.644444,-7.433333,-7.966667,-5.896297,8.129629,-10.51482,-9.485186,-7.833333,-10.11111,-7.133334,-8.440742,-11.67037,-16.07407,-16.49259,-11.08889,-8.744444,-7.092593,-9.448149,-7.548148,-11.41111,-8.751852,9,66,16,0
2.811111,3.240741,-0.1629629,2.388889,3.385185,-1.859259,2.596296,0.4925925,1.392593,7.088888,5.025926,7.140741,2.244444,0.4370371,1.566667,-0.06666668,1.407408,-1.085185,3.140741,11.01111,2.559259,0.9703704,-8.559258,-5.007408,0.8592592,-2.462963,0.4444446,1.274074,-5.185184,2.07037,5.629629,6.003704,1.651852,-7.822222,-16.98148,1.766667,-1.937037,8.537038,2.288889,-4.222222,-4.822223,-11.75926,-11.82593,-5.881482,-2.32963,0.1999999,4.711111,8.355556,2.3,-0.5444445,-6.248148,-7.862964,-3.796296,-7.866668,-0.3148148,1.537037,5.488889,0.388889,-3.240741,-2.988889,-3.766667,-6.962963,-2.944444,-12.56667,10,65,16,0
