Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,seg,word_no,Subject,badseg
-46.63704,-16.9963,-6.503705,-15.91111,-9.825927,-9.455556,-11.49259,-20.3037,-8.366666,-8.803704,-6.455555,-1.425926,-6.992593,-4.9,-7.455554,-4.281481,-0.4111111,-1.644445,-0.4185184,1.433334,8.348148,-1.825926,5.97037,1.751852,10.51852,13.83333,15.50371,13.52593,18.67037,13.0963,4.362963,-2.444444,-12.18148,-13.67778,-3.777778,-10.29259,-6.459259,-6.944446,-8.396297,-9.137037,-12.73333,-4.188889,-5.585185,-9.985185,-4.181481,-7.622223,-7.429629,-6.644445,-6.092593,-2.551852,-3.8,-7.633333,5.933333,-1.711111,0.062963,-3.059259,4.407407,5.085186,7.233333,12.28518,15.75556,15.55926,16.07037,16.64074,1,38,25,0
10.84074,-11.13333,-2.737037,-0.3999998,1.214815,-4.796296,-6.374075,-2.818518,-0.7666668,2.677778,0.8222223,3.440741,7.977778,2.603704,-1.296296,0.9925926,6.007407,9.411111,7.492591,12.90741,10.98889,8.074074,4.392592,-6.014814,9.714814,15.78889,12.72963,-0.5592591,6.851852,14.81481,10.11111,4.862963,11.74815,-9.859259,-17.03704,-2.133333,-3.122223,-0.5666668,-2.048148,-11.6037,4.103703,-6.618518,-4.255556,3.511111,-6.611112,-2.203704,0.5222226,2.414815,-1.488889,-3.570371,-3.503703,-5.207407,-1.374074,-7.025927,-1.007407,3.337037,8.670371,3.72963,-0.2444445,2.981482,4.303704,-1.122222,12.64815,9.37037,2,40,25,0
-23.51111,-0.4407408,10.55185,9.077778,12.94444,10.62593,6.266666,0.3481481,4.525926,8.992593,10.00741,6.303704,2.896296,-1.988889,-3.622222,-9.34074,-8.68889,-3.259259,5.751852,1.655555,-7.022222,-3.425925,-3.914814,-3.1,-2.155555,-1.525926,-0.1148149,-4.222222,1.833334,1.562963,1.581481,6.744445,17.87407,-11.35926,-9.333333,7.385186,8.748147,10.25556,9.166666,8.977777,12.48148,3.122222,2.285185,5.581481,7.329629,8.714815,11.31852,6.477778,8.051853,4.12963,5.866667,2.129629,3.844444,-0.2814816,1.548148,3.611111,2.377778,1.862963,-0.2037038,1.796296,4.107408,-1.622222,0.8629628,4.555555,3,37,25,0
-19.71111,-19.81482,-12.24815,-13.05555,-14.78519,-11.75185,-18.58889,-11.08519,-10.2963,-9.125925,-7.507407,-4.42963,-4.755556,0.6037037,-10.63704,-0.01111144,-3.859259,3.622222,3.481481,4.085186,-1.866667,5.462964,-0.4444445,-4.366667,1.485185,6.537038,1.233333,-5.214814,-1.585185,3.266667,4.82963,1.366667,3.055556,-22.14074,-9.481481,-7.192593,-8.72963,-13.25926,-10.82222,-3.818519,-5.096296,-3.340741,-5.307407,-1.82963,-0.4296296,-4.511112,-11.15926,-1.412851e-07,4.188889,10.27778,6.981481,2.055556,12.77778,13.85185,9.918518,4.674074,5.87037,9.696297,10.87407,11.16667,7.777778,15.7037,6.42963,-0.8629631,4,34,25,0
14.88519,7.54074,10.81482,4.614815,3.4,6,3.948148,3.522222,3.581482,1.111111,-0.1925928,-6.3,-1.651852,-2.481482,-1.844445,-2.148148,-5.792592,-5.874074,-8.466667,-11.02593,-6.088888,-4.307407,-0.8925923,-1.085185,2.881481,-5.255557,-1.629629,1.688889,-6.614815,-8.462963,-10.14444,-7.318519,14.49259,22.17037,22.75555,12.84815,9.037037,2.081482,5.62963,6.014815,12.35185,18.06297,12.50741,15.9074,8.907408,1.385185,0.1370371,-7.903704,-4.714815,2.081481,5.807407,8.529631,-1.751852,0.877778,-1.840741,-7.648148,-7.599999,-2.274074,0.688889,1.1,2.688889,1.392593,-4.907407,-3.003704,5,32,25,0
-5.818519,-2.877778,-7.096295,-11.06667,-6.944444,-0.3407408,-6.611111,-8.851852,-9.281481,-9.700001,-11.85926,-17.31111,-17.67037,-17.63333,-7.203704,-8.033334,-21.97778,-20.26667,-19.54074,-22.54815,-22.79259,-21.52593,-11.04445,-8.974074,-17.12963,-20.05926,-21.66296,-14.95926,-18.9037,-21.58518,-22.2,-22.73704,-27.41482,-12.05556,-15.54074,-6.470371,-14.33704,-14.73333,-13.51482,-17.41482,-8.885183,-4.037037,-9.181481,-11.78148,-16.73333,-16.42593,-15.84074,-21.08518,-15.75185,-17.05556,-14.08148,-8.037037,-10.40741,-16.83704,-23.41111,-19.03703,-22.18889,-21.01852,-19.27778,-10.54074,-6.503704,-17.00741,-19.34815,-15.52222,6,33,25,0
32.26666,11.85926,21.7,14.87408,14.47778,16.51852,17.02963,7.488888,10.85926,10.54445,14.08148,9.407408,9.196296,2.237037,-1.040741,-1.007408,-0.2629631,3.277778,4.685185,4.133333,3.922223,-3.607407,-1.862963,-0.5185188,1.025926,3.540741,2.218518,5.766667,7.414815,6.474074,5.692593,4.581481,73.67407,36.45556,20.32963,25.68889,16.34815,17.85185,18.7963,22.25925,13.66296,13.44074,5.9,14.45556,13.66667,13.27407,14.66296,7.914814,12.21111,9.470371,7.54074,6.629629,7.225926,10.4037,12.40741,4.566667,7.251851,11.51481,10,12.5,11.78148,18.75556,9.759259,8.174074,7,35,25,0
-22.95926,-5.907409,-7.974074,-18.53333,-16.92222,-12.85556,-9.507409,-9.585186,-9.6,-16.15185,-16.79259,-14.87778,-13.19259,-12.64815,-9.196297,-7.422222,-14.41481,-16.78889,-17.57778,-20.88889,-18.09259,-16.91482,-1.107407,1.359259,-1.448148,-11.71852,0.2777777,-2.477778,-6.244445,-14.07778,-19.61481,-20.47037,-3.918519,-14.64074,-17.21852,-15.58518,-15.65556,-13.86667,-17.53704,-12.05926,-12.52963,-18.81852,-16.51111,-19.57778,-14.5963,-18.07037,-17.30741,-17.27037,-17.1963,-14.36667,-16.25926,-14.58889,-9.14074,-14.9963,-18.64444,-21.70741,-19.45926,-15.7963,-8.940741,-7.514815,-4.981482,-2.4,-10.75556,-2.811111,8,39,25,0
3.914815,4.477778,1.940741,2.551852,-1.381481,-0.5888889,-0.4666661,-10.86667,-5.37037,-3.122222,0.1888893,-2.240741,-4.451852,-9.162963,-9.04074,-9.170369,-4.996296,-7.892593,-1.462963,-0.8407407,-4.218518,-10.05185,-5.781481,-3.014815,-2.425926,-0.9259261,-0.04074068,-0.9740741,1.207407,1.633334,-2.218518,-1.907408,-15.96296,3.862964,1.344444,4.762963,3.103703,4.092592,2.151851,0.3296289,7.462963,15.61482,14.18148,6.57037,2.596298,3.21111,2.518518,0.08148172,-2.422222,-3.559259,2.848148,6.181482,3.225926,-5.651852,-3.370371,0.3962961,-0.2925923,-4.122222,-0.8814816,-0.5925925,2.518518,-2.692592,4.607408,-0.5037036,9,93,25,0
0.4481485,0.2148146,-1.296296,-4.562963,-0.3407406,-1.166667,0.6518517,-5.433333,-0.8518519,-0.4962961,-3.974074,-7.392593,-2.077778,0.3259258,4.218518,6.77037,-2.333333,-6.011112,-3.27037,-7.340741,-4.340741,-4.711111,1.007408,4.414815,-4.544445,-4.596296,-9.948149,-7.214815,-11.36667,-8.629629,-6.792593,-5.485186,10.44815,4.874074,-6.996296,-3.262963,-1.340741,-4.8,-6.8,-4.107407,-2.859259,8.166667,4.833334,-2.003704,-2.944444,-4.5,-4.951852,-6.829629,-8,-1.318519,3.788888,5.562964,5.896296,3.629629,-1.074074,-1.792593,-4.974074,-2.796296,2.037036,3.051851,1.281481,-2.851852,-7.688889,-6.87037,10,95,25,0
