Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,seg,word_no,Subject,badseg
1.333333,-6.514815,6.785184,-1.966666,-1.522222,-2.444444,-4.762963,-2.722222,1.281481,2.985185,-8.440741,-5.22963,-2.62963,4.074074,-3.496296,-3.277778,-4.022223,-5.085186,-5.633334,-1.092593,-5.322223,-5.17037,15.68519,-9.270371,-4.82963,-5.3,-3.092592,-0.2666667,7.54074,-7.385185,-2.42963,-2.855555,-1.144444,-1.67037,1.685185,0.8333333,-1.318519,-2.488889,8.451852,1.288889,-6.214816,-0.1074073,1.12963,-9.437037,0.8296295,2.366667,-6.907408,-2.562963,-2.711111,-3.014815,4.637038,11.15556,4.403704,6.162963,-0.8592591,0.8703704,3.233334,-2.088889,0.6111111,1.32963,-0.4666668,-0.1148148,-2.133333,-0.688889,1,23,30,0
-11.53704,-11.2037,-2.077778,-7.25926,-9.237037,-16.64444,-18.02963,-11.3037,-3.714815,-13.27778,-2.688889,-6.033333,-8.396296,-4.188889,-13.38889,-4.518519,-2.811111,-4.474074,-4.211111,5.37037,1.733333,-2.72963,-5.507408,-4.433333,-1.177778,2.274074,-0.4148147,-2.637037,3.907408,3.292593,-0.5592593,-0.06296309,-13.44444,-9.244444,-6.655555,-8.759259,-7.759259,-2.455556,-4.485185,-4.4,-9.288889,-8.488889,-3.251852,-15.19259,-2.588889,-2.77037,-0.5703702,-0.637037,-1.781481,-2.318519,5.751852,-6.02963,8.055555,4.985184,11.88889,0.7925928,5.807407,-1.355556,-0.2074074,-2.081481,7.966667,13.14815,1.788889,7.492594,2,26,30,0
-0.9592592,-3.503703,-2.914814,-4.922222,-4.114815,-6.088889,-9.22963,-6.992593,-2.911111,-5.137037,-6.811111,-9.299999,-1.218519,-12.58519,1.655555,-4.633333,-2.42963,-5.822222,-6.296297,-8.907407,-6.055555,-2.648148,-4.825926,-0.05925934,-1.577778,-3.425926,-3.218519,-6.855556,-8.103703,-6.985186,-8.540742,-9.248148,-1.325926,-3.362963,2.107408,-5.559259,-7.337037,-2.796296,-5.833333,-2.992592,6.614815,-4.47037,-6.507408,13.38889,-4.3,-4.777778,-6.314814,-7.711111,-13.4963,-3.614815,-16.48519,-2.474074,6.77037,-16.78518,-1.45926,-9.8,-14.94074,-5.085186,-2.848149,15.31481,-1.433334,-0.3333334,-5.04074,-2.196296,3,21,30,0
-14.4963,-10.75185,-22.45926,-14.48519,-13.56666,-14.21111,-14.81852,-6.714815,-6.559259,-11.84815,6.455555,-11.36666,-5.892593,-16.43704,-10.68519,-8.348148,-8.911113,-6.659258,-8.896296,-7.159259,2.948148,-1.12963,5.618518,4.374074,11.92963,-3.988889,7.337037,0.7555556,-2.307407,1.859259,-6.311111,-12.47407,-18.66296,-15.55556,-20.82222,-8.274074,-14.68889,-23.31852,-12.64074,-11.1037,-9.103703,-11.07407,-13.04074,-8.014815,-16.27037,-7.548149,-16.60741,-10.37037,-7.355555,-11.32593,-6.188889,-15.12963,7.044445,0.9851852,-8.981482,-4.822222,-0.8925927,-1.440741,-3.022222,-2.955556,-8.551852,-6.903704,1.5,-1.32963,4,24,30,0
-7.211111,-18.38518,-23.48889,-20.03333,-19.2,-13.76296,-13.72963,-15.79259,-23.4,-16.75555,-16.92222,-17.78518,-13.79259,-16.42222,-11.76667,0.2481481,-9.37037,-8.896296,-9.829631,-6.17037,-10.98519,-7.988889,-7.025926,-4.874075,-2.322222,-9.17037,-11.74815,-4.196296,-2.233333,-8.522223,-9.737037,-8.296296,-17.26296,-13.12593,-9.796296,-11.13704,-17.07037,-18.08148,-16.08889,-13.68148,-9.366667,-6.511112,-4.751852,-13.48518,-21.77407,-19.72963,-15.21481,-14.64074,-11.91111,-10.78148,3.522223,2.514815,4.481482,-9.240741,-6.511111,-11.6963,7.266666,-6.048148,3.04074,0.962963,1.818519,5.037037,-1.088889,-1.6,5,25,30,0
7.714814,13.36296,12.90741,7.603704,12.11111,14.71111,19.82963,21.48148,15.82963,8.574075,6.555555,5.385185,11.53703,6.348149,13.24815,9.911111,6.333333,-1.337037,3.814815,-0.3185185,-0.7777779,4.903704,2.988889,1.962963,0.2481481,3.303704,5.603704,4.533333,0.1111111,0.7518518,-0.688889,-0.07777776,0.07407406,5.062963,0.7851853,5.529629,8.048149,4.596296,4.355556,5,4.518519,0.4185185,2.440741,17.27778,11.62222,6.518519,4.444445,2.17037,2.529629,3.514815,12.58519,-3.292592,1.596296,-5.140741,-3.659259,-5.537037,-6.140741,2.414815,3.596297,-0.9962962,8.655556,5.003704,5.440742,1.52963,6,30,30,0
-4.148149,-4.825926,1.411111,-5.633334,-8.125926,-7.074075,-3.54074,-5.007407,-4.996296,-8.425926,2.096296,-9.033333,-0.8888888,-0.7222222,-5.314816,3.137037,-3.125926,-5.974074,-7.451852,-9.225926,-3.866667,3.466667,-21.81482,-13.17778,-14.62222,-5.796296,-7.440741,-7.948148,-6.474074,-1.855556,-5.42963,-8.248148,-3.285185,-5.67037,-4.296296,1.233333,-6.329629,-8.837037,-6.737037,-5.481482,-9.537037,-6.37037,-7.97037,-10.64074,-4.411111,-5.062963,-7.118518,-8.425926,-8.82963,-4.288889,-1.385185,-5.455556,-2.588889,-9.325927,-0.08518519,1.522222,-0.2259258,-1.07037,-1.214815,-0.4185186,-3.351851,0.1777778,-5.862963,-2.311111,7,27,30,0
-8.370371,-10.18889,-9.748147,-26.45556,-13.88889,-7.477778,2.848148,-9.84074,-10.34445,-10.3,-30.82222,-13.94445,-19.47037,-16.75185,-5.12963,-9.329629,-14.54074,-15.2037,-9.477778,-14.9037,-13.24444,-16.97408,-12.4963,-8.385186,-10.6963,-10.68519,-8.911111,-9.414814,-14.3037,-15.44815,-13.95926,-15.15926,-8.877778,-11.16296,-17.78518,-21.2,-12.10741,-17.79259,-19.15185,-19.24074,-17.72222,-12.57778,-13.3,-31.25926,-23.01852,-22.57778,-13.84815,-18.48148,-12.28889,-22.76296,-8.137037,-12.67407,-5.566666,-9.11852,-21.55926,-20.09259,-11.51111,-16.81852,-11.38889,-18.13704,-10.72963,-5.388888,-15.52963,-9.896297,8,55,30,0
-9.844444,7.159258,-0.4222221,-1.922222,0.8592591,0.3148147,2.477778,4.511111,-0.9185185,-0.4370371,5.374074,-1.792593,-3.625926,-8.055555,-6.103704,-0.4074075,0.4851851,-1.459259,-2.096296,-1.07037,2.433333,3.611111,0.8370371,14.91481,-5.155557,-1.522222,-5.481482,-2.322222,0.4444445,-2.137037,0.2185185,0.8074074,1.474074,0.2074071,5.940741,4.214815,0.7407409,0.2037037,1.255556,3.003704,0.2444445,-0.8333333,-7.122222,-6.307407,-4.377778,-3.240741,6.133332,-0.7851853,-1.951852,-2.2,-2.292592,-11.81852,-9.455557,-10.6,-6.792593,-7.733334,-0.1777777,-3.2,-4.618518,-7.214815,4.022223,5.203704,-4.577778,-2.059259,9,59,30,0
-14.3037,-9.492593,-14.07037,-19.44074,-17.62593,-17.23704,-14.36667,-16.98519,0.6074073,-13.50741,-15.24445,-19.27407,-7.414814,-7.61111,-10.8926,-6.925925,-10.01111,-12.1037,-20.22963,-8.148149,-9.814814,3.529629,10.73333,10.22222,-1.574074,-6.744445,-7.462963,7.44074,1.537037,-3.27037,-10.64074,-13.98148,-25.6,-14.16667,-13.28148,-16.41111,-19.97407,-20.86296,-20.4,-13.58889,-12.71482,-9.062963,-10.26667,-5.766667,-7.096296,-19.24445,-23.91852,-14.64815,-15.94444,-10.24074,-20.41111,0.8592593,-8.440741,-6.774075,-4.351852,-10.62222,-4.233334,-4.914815,3.581481,6.914814,28.7,0.8148149,1.096296,-2.77037,10,58,30,0
