Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,seg,word_no,Subject,badseg
-27.61852,-27.27777,-12.92593,-30.33334,-76.79259,-29.78889,-28.91482,-27.22593,-33.95185,-34.55926,-44.52592,-34.03333,-30.42222,-32.3926,-30.58148,-24.77408,-34.32593,-30.08889,-32.97408,-22.07778,-24.08518,-20.14444,-17.47408,-14.98148,-11.57037,-27.8037,-13.96667,-7.014814,-11.14445,-14.68519,-24.61852,-31.13704,-29.65185,-29.47778,-25.8037,-29.37407,-35.07407,-33.44074,-31.68519,-31.78889,-29.42593,-28.55556,-21.06296,-19.40741,-30.14815,-32.02963,-36.62222,-32.67038,-21.8,-25.43333,-22.13704,-17.87778,-17.22593,-24.69259,-23.96666,-32.94445,-18.94444,-17.65185,-19.24815,-10.76296,-9.78889,-10.42222,-17.81111,-17.23704,1,94,32,0
-9.677777,1.37037,-17.84444,-16.04815,-17.15556,-10.54815,-2.225926,-1.051852,0.4111111,-1.507407,-10.29259,-12.24074,-7.103704,0.06666665,-0.7777778,-0.6370372,-3.337037,-2.381482,-4.796296,-9.748149,-10.32593,-0.06296288,-2.648148,-5.548148,-1.774074,-6.822222,3.733333,-4.162963,-4.877778,-7.007408,-9.611111,-11.46667,-10.01852,-13.73704,-17.00741,-19.21852,-20.05185,-9.85926,-19.64444,-25.2963,-21.32593,-22.96667,-13.25926,-7.185185,-12.76296,-16.99259,-11.78148,-16.06297,-8.577778,-7.544445,-9.48889,-8.162962,-6.518518,-1.388889,-6.496296,-12.1,-7.67037,-7.766666,-2.459259,-1.362963,-6.6,-6.725925,10.40741,-0.3703703,2,97,32,0
2.22963,4.755555,1.388889,-5.433335,7.996296,4.788889,3.233333,5.255555,0.6851852,-3.033334,-5.74815,4.174074,9.78889,7.222222,5.144445,9.162963,16.26296,9.703704,21.14445,7.340741,11.06667,9.662963,6.988889,4.325926,9.640741,12.37037,21.12222,14.48889,11.01481,2.433333,7.45926,4.388889,3.114815,5.455555,3.859259,2.674074,4.644444,3.751852,1.096296,6.755556,8.859259,10.08889,7.855556,10.99259,6.544445,2.037037,3.529629,4.944445,0.2296297,9.892592,10.02963,9.588889,13.08148,10.51111,9.111111,10.06667,6.685186,7.785185,11.24074,14.87778,13.5963,14.45185,5.118518,10.15185,3,93,32,0
0.4259259,5.237036,-5.751852,-26.74814,-6.411112,1.166667,1.67037,-1.833334,-0.4444444,-6.774074,-1.92963,10.73704,-4.522222,-1.862963,9.862963,7.525926,1.1,5.848148,10.44074,-5.974075,3.381482,6.581481,4.137036,4.355556,2.514815,8.233333,0.8148149,4.859259,-0.937037,2.796296,8.166665,3.648149,-0.7703704,-0.4629629,-4.948148,-2.385185,-5.585186,-9.959259,-3.007407,-0.4851851,-2.62963,-2.566667,0.7999998,-7.933333,-8.088889,-6.748148,-9.096296,4.5,-8.937037,-1.759259,-1.6,0.5111115,6.374075,7.981482,2.32963,2.225926,6.5,12.14444,11.9963,9.425925,1.862963,2.811112,5.840742,4.35926,4,92,32,0
-21.91482,-9.31111,-17.91111,-23.18889,-21.87778,-18.7037,-16.17407,-13.18518,-18.9,-26.6037,-35.61481,-22.96667,-20.28518,-19.86667,-14.47407,-15.23704,-22.54445,-20.54815,-21.60371,-21.17778,-13.51852,-13.35555,-12.48518,-15.70741,-12.67037,-17.61111,-2.774074,-24.98889,-18.1,-20.24074,-21.78148,-24.40741,-17.74444,-19.98519,-20.24444,-21.91111,-30.62593,-23.57037,-26.15926,-20.75185,-18.47778,-25.71852,-16.45926,-22.49259,-19.97037,-25,-19.36296,-29.60741,-24.13704,-18.47778,-13.31111,-12.61111,-11.05185,-12.4037,-15.45556,-21.1037,-19.05185,-10.27037,-9.355556,-6.58148,-14.9037,-7.937037,-19.59259,-19.65926,5,95,32,0
-29.0963,-36.6,-36.74815,-44.41851,-20.08518,-31.41852,-25.94815,-26.8963,-24.33334,-26.73333,-29.02593,-15.3037,-17.36666,-13.78889,-12.10741,-5.718519,-3.829629,0.06296297,-4.377778,-5.003705,7.337037,2.907408,11.51111,2.781481,6.448148,7.059259,0.2888889,6.72963,3.907407,-1.614815,-6.955555,-13.11852,-22.12593,-25.87778,-21.27037,-29.13704,-27.05926,-36.24815,-29.94074,-27.22222,-23.48518,-12.38148,-9.022223,-14.27407,-14.21852,-24.62222,-27.37778,-20.94444,-21.63704,-12.93704,-8.244445,-7.04074,-3.751852,-0.04444433,-4.525926,-6.718519,-3.97037,-2.040741,-5.711112,-2.848148,-5.277778,1.74074,9.081482,4.903705,6,56,32,0
18.84815,19.64074,32.74074,19.34445,27.68889,16.87037,14.81111,20.22593,17.57407,25.05186,27.4,16.91111,19.85926,16.12593,13.08889,9.781481,13.84815,18.96296,11.34815,12.4037,27.28518,12.72593,11.45556,14.60741,11.04445,18.33704,4.707407,6.255555,7.107408,8.237038,21.28889,20.5,22.28889,21.8963,8.748147,17.01481,20.55556,19.43704,19.88889,13.37408,8.266666,-1.248148,4.962963,15.84815,12.44074,28.75926,20.88148,23.18518,24.34444,18.54074,9.488888,5.096296,5.54074,7,12.31111,22.98148,18.6,19.49259,12.06296,13.12593,6.02963,9.162963,17.35556,10.55185,7,60,32,0
-7.355555,-9.907409,-19.28889,-9.985185,-8.807407,-9.166667,-2.211111,3.344444,-2.881482,-5.407406,-7.662962,-6.65926,-5.451853,-2.418518,-2.381481,-3.9,-3.448148,-16.54444,-12.11111,-14.27037,-8.548148,-4.103704,-4.981482,-3.874074,-6.681481,-3.288889,-6.996296,-13.3963,-8.351851,-10.67037,-5.874074,-11.7,-9.992593,-15.18148,-9.155556,-12.81481,-10.6,-10.67037,-12.15926,-11.82593,-10.24815,-11.03333,-5.766666,-3.792593,-15.04074,-11.02222,-6.585186,-7.292593,-8.448148,-9.340739,-4.874074,-3.037037,-4.833333,-6.644444,-8.192593,-11.48889,-10.96667,-16.56667,-6.774075,-9.103703,-4.3,-10.81852,-6.944445,-11.01481,8,55,32,0
5.337037,3.251852,-0.9703705,7.718519,6.425926,6.8,4.366667,5.722222,7.403704,8.27037,9.87037,16.38889,16.4037,6.840741,3.377778,7.329629,17.49259,12.14815,11.31111,12.26296,26.74074,12.1963,10.53333,11.74074,14.33333,16.84444,16.21482,33.06296,12.08148,13.54444,12.46296,16.58148,3.351852,6.218519,0.4962963,4.596296,11.57407,7.822223,5.907407,4.644444,-3.059259,3.548148,2.307408,3.374074,5.833333,9.400001,11.53333,11.8,8.18148,3.514815,6.707407,4.266666,3.925926,7.714816,13.64815,14.77037,16.75926,19.30741,19.61481,11.93704,5.844445,16.57408,19.67037,16.72592,9,51,32,0
-7.04074,-3.203702,-9.251854,-12.96296,-12.72593,-9.903705,-7.177777,-12.71481,-12.04074,-16.71852,-16.2,-21.02222,-12.32222,-16.49259,-13.12222,-11.48518,-14.70741,-18.55926,-3.381481,-13.65926,-16.17407,-11.53333,-10.31852,-9.848149,-11.36667,-11.14444,-22.68889,-10.36667,-7.955554,-8.177778,-9.251853,-13.37037,-8.303704,-6.833334,-8.203705,-12.28889,-13.44444,-8.803704,-13.68148,-14.98148,-11.54444,-5.788888,-11.18889,-9.840742,-12.6037,-10.48148,-17.09629,-18.35556,-8.34074,-13.9,-11.01111,-8.518519,-9.800001,-3.540741,-8.433333,-11.24444,-11.97778,-4.674074,-7.592593,-16.41852,-10.87407,-11.28518,-14.98148,-8.674075,10,59,32,0
